,year,freq,tokens,rate,exp_freq,poisson_prob
0,0,0,233468,0.0,0.10289125385778092,0.09777491835598018
1,25,0,52493,0.0,0.023134093703447555,0.0228685521866675
2,50,0,70093,0.0,0.030890557406811372,0.03041831919697713
3,75,1,222474,4.494907270063019e-06,0.09804610829216831,0.004503601342664587
4,100,0,664783,0.0,0.29297529602916533,0.2539594293659275
5,125,0,298449,0.0,0.13152891112529708,0.1232460731712588
6,150,3,1651651,1.8163643530019357e-06,0.7278960813707134,0.006582142761230481
7,175,0,3042930,0.0,1.3410440964134582,0.73842758086891
8,200,8,7104426,1.1260586006526072e-06,3.1309785455814887,0.004985741223994755
9,225,4,9410915,4.25038372995612e-07,4.147467080280802,0.3999476247660215
10,250,9,6902429,1.3038888194286388e-06,3.0419568183832855,0.0012206472396930623
11,275,2,11414520,1.752154273679489e-07,5.0304721631432034,0.8778911273374683
12,300,11,24368097,4.5140989056305876e-07,10.73921931253118,0.3896341776430108
13,325,2,12977674,1.541108213998903e-07,5.71936689403911,0.9242729208318889
14,350,7,20380879,3.434591805387785e-07,8.982019784440334,0.6739930598425812
15,375,5,18437688,2.7118367552374245e-07,8.12563964465606,0.8200038086219996
16,400,4,14144096,2.828035103834137e-07,6.233418593232578,0.7449734816301863
17,425,8,19490932,4.1044727876532534e-07,8.589812875155248,0.4892105516179931
18,450,15,42910701,3.4956315442155095e-07,18.911096295022585,0.7793693476925884
19,475,2,14176310,1.4108043630535732e-07,6.247615566058724,0.948210049111845
20,500,7,19394682,3.6092368000671526e-07,8.547394714277477,0.6205108861929183
21,525,5,17923241,2.789674032726559e-07,7.8989186513149,0.7993280615499738
22,550,8,19921220,4.0158183083164585e-07,8.779444310041214,0.514952923242757
23,575,19,20076824,9.463648234402015e-07,8.84802026334225,0.0008644766550554017
24,600,4,22429658,1.7833530943717467e-07,9.884933417946813,0.968493944491047
25,625,8,19668961,4.067322112235618e-07,8.668271709055597,0.4999076324683297
26,650,13,23160110,5.613099419648697e-07,10.20684957846099,0.15107982466364822
27,675,8,22414398,3.5691344465285216e-07,9.878208211349465,0.653301077200074
28,700,7,16970520,4.1247999472025607e-07,7.479046727682372,0.4722900411656191
29,725,35,63832227,5.483123751894165e-07,28.131383626726134,0.08617144115288355
30,750,9,35587169,2.529001393732668e-07,15.683555946248529,0.9494732313841027
31,775,8,18004561,4.443318556892334e-07,7.93475703928976,0.39834643079995824
32,800,17,30191974,5.630635479482063e-07,13.305849458176372,0.12713672529441633
33,825,15,25937655,5.783097970884415e-07,11.430936338515515,0.1173975635165726
34,850,10,40749532,2.454015913606075e-07,17.95865147085582,0.9690084069990874
35,875,13,16918711,7.683800497567457e-07,7.45621407836376,0.020655457769448105
36,900,21,34514985,6.08431381326111e-07,15.211035703104924,0.059677921371149134
37,925,13,12194984,1.0660120587284083e-06,5.374429020403552,0.001366276146432699
38,950,4,17016893,2.350605366091213e-07,7.499483687416241,0.8679004915234586
39,975,2,11742796,1.7031718851285502e-07,5.175146076704877,0.8893454116472336
