,year,freq,tokens,rate,exp_freq,poisson_prob
0,0,0,233468,0.0,0.03351506640318596,0.03295965869803419
1,25,0,52493,0.0,0.007535535408289105,0.007507214443870369
2,50,0,70093,0.0,0.010062070816550936,0.010011617545253149
3,75,0,222474,0.0,0.0319368430919115,0.03143224810798717
4,100,0,664783,0.0,0.09543169251764341,0.09101955030086173
5,125,0,298449,0.0,0.042843293526155395,0.04193848725448579
6,150,0,1651651,0.0,0.2370997007722193,0.2110873711018273
7,175,1,3042930,3.2863062903188704e-07,0.43682218124216876,0.0716888624426012
8,200,0,7104426,0.0,1.0198627184304523,0.6393555533894808
9,225,5,9410915,5.31297966244515e-07,1.350966475661499,0.002692509033576651
10,250,3,6902429,4.3462960647621296e-07,0.9908654131541645,0.01843319391708753
11,275,5,11414520,4.3803856841987224e-07,1.6385902811541377,0.006749447275696818
12,300,7,24368097,2.872608394492192e-07,3.498117039912436,0.026666403853908616
13,325,1,12977674,7.705541069994515e-08,1.862985958970394,0.5556402679065006
14,350,2,20380879,9.8131194439651e-08,2.925739343465907,0.5599683037490134
15,375,3,18437688,1.6271020531424547e-07,2.646788157868423,0.27421323573948875
16,400,0,14144096,0.0,2.0304295091962796,0.8687208765531056
17,425,3,19490932,1.53917729536997e-07,2.797984649887703,0.30761421714750703
18,450,3,42910701,6.991263088431019e-08,6.159966219877064,0.8625100577541134
19,475,0,14176310,0.0,2.0350539303122877,0.869326564945169
20,500,4,19394682,2.0624210286098014e-07,2.7841676593737708,0.14986663488672303
21,525,2,17923241,1.1158696130906235e-07,2.572937671438078,0.4747555592830961
22,550,0,19921220,0.0,2.859753846918962,0.9427171411176083
23,575,6,20076824,2.9885204950743205e-07,2.8820912909909606,0.027910421853498568
24,600,1,22429658,4.4583827359293666e-08,3.219848018875183,0.8313700999402784
25,625,1,19668961,5.084152640294523e-08,2.8235412733080123,0.7728998672266255
26,650,6,23160110,2.590661270607091e-07,3.3247067030817554,0.05261672067113521
27,675,0,22414398,0.0,3.2176573978337015,0.9599512332152687
28,700,1,16970520,5.892571353146515e-08,2.4361715725349744,0.6993515496554191
29,725,3,63832227,4.699820358766427e-08,9.16331714225607,0.9810933678759852
30,750,10,35587169,2.8100015485918535e-07,5.108650145357826,0.01577474682626423
31,775,5,18004561,2.777074098057709e-07,2.584611413449433,0.04791351763152085
32,800,3,30191974,9.93641555202717e-08,4.334152917972759,0.6289549561344864
33,825,5,25937655,1.9276993236281382e-07,3.723432032089744,0.17327312058139366
34,850,2,40749532,4.9080318272121506e-08,5.849723606141961,0.9309803947364677
35,875,3,16918711,1.7731847302078745e-07,2.428734227480052,0.2273041428025132
36,900,9,34514985,2.60756306282619e-07,4.9547347567117015,0.030216051281111267
37,925,2,12194984,1.640018551889859e-07,1.7506283454083231,0.2561975093784773
38,950,2,17016893,1.1753026830456065e-07,2.4428285626762998,0.44143996093985716
39,975,2,11742796,1.7031718851285502e-07,1.685715334431556,0.23901079751328047
