Topic,uri,ms
429,0975MuttaqiHindi.KanzCummal.Shia002265Vols-ara1,2479
55,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,2083
55,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,2086
55,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,4228
424,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,543
848,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,3207
1334,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,4160
1412,0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2,842
55,0982IbnMuhammadAbuSucud.IrshadCaqlSalim.JK000458-ara1,1955
55,0982IbnMuhammadAbuSucud.IrshadCaqlSalim.JK000458-ara1,2358
55,0982IbnMuhammadAbuSucud.IrshadCaqlSalim.JK000458-ara1,3036
1412,0986IbnCaliFattani.MajmacBihar.Sham19Y0013631-ara1,1005
55,0988FathAllahKashani.ZubdatTafasir.Rafed0001713Vols-ara1,1366
55,0988FathAllahKashani.ZubdatTafasir.Rafed0001713Vols-ara1,1636
55,0988FathAllahKashani.ZubdatTafasir.Rafed0001713Vols-ara1,1700
55,0988FathAllahKashani.ZubdatTafasir.Rafed0001713Vols-ara1,2401
