Topic,uri,ms
73,0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1,1542
122,0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1,1096
139,0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1,232
139,0322AbuJacfarCuqayli.DucafaKabir.Shamela0013041-ara1,425
