,year,freq,uri,rate,exp_freq,poisson_prob
0,0,0,36,0.0,0.5277416960475042,0.41006427933762013
1,25,0,7,0.0,0.10261644089812581,0.0975269411389027
2,50,0,8,0.0,0.11727593245500093,0.11066023840004657
3,75,0,10,0.0,0.14659491556875115,0.13635624479385278
4,100,0,16,0.0,0.23455186491000185,0.20907478843733807
5,125,0,17,0.0,0.24921135646687698,0.22058477847282365
6,150,0,26,0.0,0.381146780478753,0.31692238019880614
7,175,1,51,0.0196078431372549,0.7476340694006309,0.17252067466348164
8,200,0,95,0.0,1.392651697903136,0.75158429291813
9,225,4,119,0.03361344537815126,1.7444794952681388,0.032528059042965185
10,250,2,156,0.01282051282051282,2.286880682872518,0.4004791921515827
11,275,4,234,0.017094017094017096,3.430321024308777,0.2614675471610215
12,300,5,232,0.021551724137931036,3.401002041195027,0.12958427861560495
13,325,1,173,0.005780346820809248,2.536092039339395,0.7200291716424574
14,350,2,204,0.00980392156862745,2.9905362776025237,0.5746863086680541
15,375,1,261,0.0038314176245210726,3.826127296344405,0.8948200885061163
16,400,0,217,0.0,3.1811096678419,0.9584604655489543
17,425,3,211,0.014218009478672985,3.0931527185006495,0.373628311180505
18,450,3,252,0.011904761904761904,3.6941918723325293,0.5046338178895952
19,475,0,106,0.0,1.5539061050287624,0.7885794719540302
20,500,4,142,0.028169014084507043,2.0816478010762665,0.06032013527997804
21,525,2,116,0.017241379310344827,1.7005010205975135,0.2429090569056963
22,550,0,122,0.0,1.7884579699387642,0.8327821741265515
23,575,5,215,0.023255813953488372,3.15179068472815,0.09998809865520764
24,600,1,156,0.00641025641025641,2.286880682872518,0.6661093345518438
25,625,1,166,0.006024096385542169,2.433475598441269,0.6987764371772697
26,650,5,162,0.030864197530864196,2.3748376322137688,0.03417842989011577
27,675,0,150,0.0,2.1989237335312675,0.8890775237162698
28,700,1,104,0.009615384615384616,1.524587121915012,0.4503697989564599
29,725,3,346,0.008670520231213872,5.07218407867879,0.7449609322094255
30,750,5,206,0.024271844660194174,3.0198552607162736,0.08593295960026803
31,775,5,129,0.03875968992248062,1.89107441083689,0.012945715069755392
32,800,2,136,0.014705882352941176,1.9936908517350158,0.3216158887556604
33,825,4,141,0.028368794326241134,2.0669883095193913,0.058899299427115914
34,850,1,142,0.007042253521126761,2.0816478010762665,0.615642952346201
35,875,2,76,0.02631578947368421,1.1141213583225087,0.10244391228392657
36,900,7,247,0.02834008097165992,3.6208944145481534,0.031685737772334854
37,925,1,60,0.016666666666666666,0.8795694934125069,0.22005099189450095
38,950,2,96,0.020833333333333332,1.4073111894600112,0.16827187560260748
39,975,2,46,0.043478260869565216,0.6743366116162554,0.0310939006406038
