,year,freq,uri,rate,exp_freq,poisson_prob
0,0,0,36,0.0,0.6813880126182965,0.4940857106193347
1,25,0,7,0.0,0.13249211356466878,0.12409015811471169
2,50,0,8,0.0,0.15141955835962145,0.14051298196219253
3,75,0,10,0.0,0.1892744479495268,0.17244064644239254
4,100,0,16,0.0,0.3028391167192429,0.26128206582447744
5,125,0,17,0.0,0.3217665615141956,0.27513261747466466
6,150,1,26,0.038461538461538464,0.4921135646687697,0.08782183356458917
7,175,0,51,0.0,0.9652996845425867,0.619130957930111
8,200,1,95,0.010526315789473684,1.7981072555205047,0.5365997127402641
9,225,3,119,0.025210084033613446,2.2523659305993693,0.191040487224731
10,250,5,156,0.03205128205128205,2.952681388012618,0.07922277027023361
11,275,6,234,0.02564102564102564,4.429022082018927,0.15996469191300433
12,300,2,232,0.008620689655172414,4.391167192429022,0.8138054509366508
13,325,0,173,0.0,3.274447949526814,0.9621622481865326
14,350,3,204,0.014705882352941176,3.861198738170347,0.5389537875311922
15,375,3,261,0.011494252873563218,4.94006309148265,0.7264594588865232
16,400,2,217,0.009216589861751152,4.107255520504732,0.7771947877311238
17,425,3,211,0.014218009478672985,3.993690851735016,0.5652963103769675
18,450,0,252,0.0,4.769716088328075,0.9915172118193205
19,475,1,106,0.009433962264150943,2.006309148264984,0.5956991574996391
20,500,6,142,0.04225352112676056,2.687697160883281,0.02012789384119451
21,525,1,116,0.008620689655172414,2.195583596214511,0.6443520229458489
22,550,4,122,0.03278688524590164,2.309148264984227,0.08482378439270977
23,575,4,215,0.018604651162790697,4.069400630914827,0.38471894786413774
24,600,4,156,0.02564102564102564,2.952681388012618,0.17684943508640227
25,625,2,166,0.012048192771084338,3.141955835962145,0.6078508589506926
26,650,4,162,0.024691358024691357,3.0662460567823344,0.19598834408023058
27,675,2,150,0.013333333333333334,2.8391167192429023,0.5398182720620198
28,700,1,104,0.009615384615384616,1.9684542586750788,0.5853883139141204
29,725,7,346,0.02023121387283237,6.548895899053628,0.3344054626155728
30,750,6,206,0.02912621359223301,3.8990536277602525,0.10042336875677904
31,775,2,129,0.015503875968992248,2.441640378548896,0.4411317986429737
32,800,5,136,0.03676470588235294,2.5741324921135647,0.04715755826798018
33,825,2,141,0.014184397163120567,2.668769716088328,0.49869450097059986
34,850,4,142,0.028169014084507043,2.687697160883281,0.13526671907521692
35,875,4,76,0.05263157894736842,1.4384858044164037,0.015827215006798845
36,900,9,247,0.03643724696356275,4.6750788643533125,0.0215147630105893
37,925,3,60,0.05,1.135646687697161,0.02845533592954186
38,950,0,96,0.0,1.8170347003154574,0.8374930811069643
39,975,2,46,0.043478260869565216,0.8706624605678234,0.05811346886423496
