,year,freq,uri,rate,exp_freq,poisson_prob
0,0,0,36,0.0,1.10892558916311,0.6700867669228783
1,25,0,7,0.0,0.21562442011504918,0.19396202331881507
2,50,0,8,0.0,0.24642790870291334,0.21841229482250957
3,75,0,10,0.0,0.3080348858786417,0.2651103197103274
4,100,1,16,0.0625,0.4928558174058267,0.08804522222736444
5,125,0,17,0.0,0.5236593059936908,0.4076510090154295
6,150,0,26,0.0,0.8008907032844683,0.5510710764817388
7,175,0,51,0.0,1.5709779179810726,0.792158169320845
8,200,2,95,0.021052631578947368,2.926331415847096,0.5601041798052181
9,225,2,119,0.01680672268907563,3.665615141955836,0.708701811485767
10,250,1,156,0.00641025641025641,4.80534421970681,0.9524781326782225
11,275,9,234,0.038461538461538464,7.208016329560215,0.1912085769853823
12,300,4,232,0.017241379310344827,7.146409352384487,0.8399506759823915
13,325,5,173,0.028901734104046242,5.329003525700501,0.44156765642871565
14,350,12,204,0.058823529411764705,6.28391167192429,0.012508524729729964
15,375,3,261,0.011494252873563218,8.039710521432548,0.9587426427394686
16,400,12,217,0.055299539170506916,6.684357023566524,0.019582688558646977
17,425,6,211,0.02843601895734597,6.49953609203934,0.4734033185897637
18,450,9,252,0.03571428571428571,7.7624791241417705,0.2543767207740404
19,475,5,106,0.04716981132075472,3.265169790313602,0.11297133348127009
20,500,1,142,0.007042253521126761,4.374095379476712,0.9322888977829613
21,525,4,116,0.034482758620689655,3.5732046761922436,0.28844549535114006
22,550,4,122,0.03278688524590164,3.7580256077194285,0.3240079795794425
23,575,4,215,0.018604651162790697,6.622750046390796,0.7897322663430144
24,600,5,156,0.03205128205128205,4.80534421970681,0.34992755576589674
25,625,2,166,0.012048192771084338,5.113379105585452,0.8845781577287063
26,650,9,162,0.05555555555555555,4.990165151233995,0.03147279232836908
27,675,2,150,0.013333333333333334,4.620523288179625,0.8395312921287644
28,700,5,104,0.04807692307692308,3.2035628131378733,0.10581459948225413
29,725,25,346,0.07225433526011561,10.658007051401002,4.9819421346186665e-05
30,750,3,206,0.014563106796116505,6.345518649100018,0.8770685443132901
31,775,1,129,0.007751937984496124,3.9736500278344775,0.906472151791869
32,800,7,136,0.051470588235294115,4.1892744479495265,0.06321027509471433
33,825,2,141,0.014184397163120567,4.343291890888848,0.8080133288123152
34,850,5,142,0.035211267605633804,4.374095379476712,0.2757254897169048
35,875,4,76,0.05263157894736842,2.341065132677677,0.0886238884450663
36,900,8,247,0.032388663967611336,7.608461681202449,0.3529776067176671
37,925,1,60,0.016666666666666666,1.84820931527185,0.5513529716924663
38,950,1,96,0.010416666666666666,2.95713490443496,0.7943572111353634
39,975,2,46,0.043478260869565216,1.4169604750417517,0.17061574772289834
